student_id,submission1_score,submission2_score,submission3_score,submission4_score,final_score,submission1_link,submission2_link,submission3_link,submission4_link,final_link
STUDENT_037,8,8,8,8,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S7d017bfea/126?sig=9f23338937020e4f3c332d080145aa03e883d45aedda945e899ed428c3e4ca5c,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S7d017bfea/254?sig=759071de4d503c6b44efad6e7188632be3a6e882da19e0e70c1e648833d9d9a3,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S7d017bfea/391?sig=b182180b0e5029d3ae3cd13525b514ddb7d834bacd4d563758d8808da8367675,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S7d017bfea/485?sig=2da465c5297ebb00a8b325dad013d7ad2b7cd346cd7d20f5405ee2d7baf5b854,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S7d017bfea/592?sig=cf00397f1ade2e5d99291d567862e5914081288fc36233328c70e6c8b7468c54
STUDENT_038,10,10,10,10,8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1d861ff33/152?sig=8ff76970b4b9afaf0935e512877762f52d762142d2188e6d42739036f2a0b5ff,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1d861ff33/351?sig=617ed50696c8de91b8f4a5fbccfa5a7b2b83aeaa7bb27b7ccbb708b2cde0b4ab,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1d861ff33/404?sig=2e65eda06362d26014cd41b94b09fb32be4917fd2c781cfbe5b3956570764a0c,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1d861ff33/554?sig=5808f8100072148273f2d07198fb9cb0a11f008dad7b1af889449685e63e10c2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S1d861ff33/704?sig=a101ab2eee5e962e918c714c18ecf06c79820cc32fd3683af3b144a97538617a
STUDENT_040,10,9.5,9.5,9.5,8.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb2f45aceb/230?sig=3147d9a19342333a60acd32e9a2c74265260ddcd53814b2a1ec81a13ca13745e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb2f45aceb/278?sig=c2a7d2661a5a657841ef9da4a7fb1cfbf1a91c77bd111a67d9e40d41dcae9569,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb2f45aceb/429?sig=b1dc004ac2a1051b57e9fbbb6203d4f216c78eeca453ca5936202f2c11de346c,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb2f45aceb/564?sig=0748e7aec51beb99b665eb723d7c51add2930178022bd00c6a7c708c27fc93a9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb2f45aceb/655?sig=feeea0c6995eb8320a6ec2c78f3f860f25cf81c4f15b0e97c77f3471e9460411
STUDENT_041,9.5,9.25,9.5,9,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb9ee973c9/183?sig=6137a9e177b5f9695e6f5058fdfd993d661b4830cd3d319bf788ba64be612791,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb9ee973c9/298?sig=b05bc1376baaf63304c88320b4149175dc257d9e461277bfd977b8ba0312db75,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb9ee973c9/374?sig=679ee1ecc46e386db5d1e4f1889d721862522ac5f8e144d8ae3d81de74ff72e1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb9ee973c9/484?sig=2c99e755743409661d207a2c2ff9160bdb2e43683d49437cdf4bf4a21651906b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb9ee973c9/710?sig=77e94b8d23506376600ff3ccd02470801d951dd7f6d785d4550db22cab4791fc
STUDENT_042,8.5,8.5,8.5,8.5,8.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdaebe1226/17?sig=d7f3502fe1820009837ce93fac25a470107602a4cf69ed842569c50a1fa18f43,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdaebe1226/241?sig=99cf8bc49194c51bc8c4b6e31ae1b1942945ebfcefcd41ccba03f1785e64ad10,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdaebe1226/373?sig=1e61ca0362b9cef011762299db6b9fcbf6e195073e5e494577537c2cf958f75f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdaebe1226/530?sig=74e7e34506227e2d5a11561de2ded66587bda12b20f4088b243ed8f1c3bcb450,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdaebe1226/616?sig=3619c759eb5745db9eb95cf9e26b0ad6e8c7d60f6ff52340efad5ae47ab99926
STUDENT_043,0,9,0,10,9,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sca2465334/340?sig=f56275deb37058946e13bdd2b91a804a6855bfca41f385f207df6791586f5b64,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sca2465334/572?sig=827ac69446cb3ed71a821feb8984aa6a03374710d49089cd74b845ee9fe4929a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sca2465334/676?sig=31be3c7042fd5187b2268a4ad1c85c8d3d4071b5682b89da03368407bb547b92
STUDENT_044,10,10,10,10,9.75,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S28837ccee/197?sig=3d011cc0eef9fdb0e81c8e6d2f157a1f27118841c5d2fd8904b6947d47a8c496,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S28837ccee/315?sig=eae2e4a66e2ff53e970abc90aafb7485c3afb86b06759a5525cbac2777789ef1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S28837ccee/427?sig=9359313a9ca633cb8139e418accec8879ef70266a3534ecb0cdfb5ad91b82b5e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S28837ccee/559?sig=84ef582d61519fd2c56583d841f9728aad541863fa1fceca3407e9e95f3a5836,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S28837ccee/688?sig=ac16ee4b978892be7aee0623cac1695a5e2f620f67c2c987efbeb2ebf286a2b1
STUDENT_045,0,8,8,8,9,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2db1ae86b/242?sig=43ada351711904d681fb1067dcbdfdb5204be69fc5962f898fa20e4e8fc039b8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2db1ae86b/381?sig=f3daf73c76b5d37452ddfec49e68593255eb3884d084299d9a041152a80c1ce6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2db1ae86b/523?sig=a83b65b92e76e4170180ef52c5d70ceb63df5904e104c71e737b87fecf1748b4,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2db1ae86b/601?sig=96496168a91870582ded20a1981767889d60251f53d3d8d60ace834b2c0498fe
STUDENT_046,8.5,8.5,8.5,8.5,9.75,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc40061432/118?sig=b1c89f2888f15c53747a965ff3312af0fc4ae02c460f53b9f68d1eb284dc8510,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc40061432/238?sig=64607edffc50566aa2c2ff1086fb60b03c70fb4f499b926788b75537d31e1cbd,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc40061432/365?sig=bff4279471d81c07dc9fd9360377063a526cac530c1a9b3860299f03f5c9b3d3,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc40061432/480?sig=f48754362063edc809306fd3e47f0820aec25dcb31a7b7d54d4f159908dd69cb,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sc40061432/613?sig=48199958ef1ac8df57ccfec9d21c2663a928101fc192e84989c95c774bb74184
STUDENT_048,10,10,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdde8ef5d8/217?sig=5b36bb5ec8c9cadbe490122907c027811896d94e56a8b44f10ba823e2d4a4620,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdde8ef5d8/259?sig=e7fcd92d1e97f542fe9eac33cd105aa693d27941d0332b7a9c24e2b6c37e16a7,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdde8ef5d8/460?sig=a974bd5e703d438debb3a6e8fa3cf08565024c34bf516bde97d8f4036c6efa57,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdde8ef5d8/578?sig=bc999d4afcfd2e76e0f320ac70aedcdbcfbf9b1e7d3e3131d7225db422d4fdca,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sdde8ef5d8/683?sig=ca7353c9a472224448f3c8969d44f2cf5233bf13e0d6150240771617fa9f322a
STUDENT_049,8.5,8.5,9,9,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb1ee4fd49/14?sig=1c5c29f36869a4af9622c531b6c420e632a9d3a17e8ec8a74e66b548bd96694b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb1ee4fd49/239?sig=e85546963a81b5639b3f0382ebba0098a0cef7264343c865e0e9c1bb7d4a0322,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb1ee4fd49/392?sig=3bb45a58cc595f47fb80a252f505546de4c25fe0dae2bb37b86ac24c03530b78,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb1ee4fd49/486?sig=f37c0a61a8dd23cb7e5766ba7fda4f88457925b85f46d2765c4827eab8be2ef2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb1ee4fd49/677?sig=213ffa47cd527c2f98a4f6a87c53b8c1374eae7cbfcfaead361b1fcedffeacd7
STUDENT_050,7,7,5,5,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sef48d1812/136?sig=fd06498a84b16ce104ad9671489ccfe6ec11dea91ded185abbbf6da9af8afbf5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sef48d1812/252?sig=2aa3e01331de79e0d0619249ddca2ebc82080c8c2fda9995c8912bad3bcfaf7e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sef48d1812/380?sig=48d60a84529054514c8096f64a0f5ae12bdde05d73d12c5927629cbbead720e2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sef48d1812/496?sig=51b622d2d1a310de79bd07310e8b67268dd118d195db69d3e0b1c67ee540f5ce,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sef48d1812/667?sig=cbe53cdee76c00c5c60facfb994256b6efc5520e8ef21e6717247fc91b51435b
STUDENT_051,0,10,10,10,8.5,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S202e09910/355?sig=5fc1c7929c15b67d5388e348d4161b75e8dc6bf52e13ce3c0dbfd796706b7200,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S202e09910/461?sig=b94e879f8203a48603c516892036a3de093ac5595d881a7b6bbdc7e5cad2a646,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S202e09910/577?sig=0e0cfaea08133e2ddc54144662aa16a5e54d5b5ce1aa11be459f0cfe16805b50,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S202e09910/700?sig=1e579f06473477f53fa873e758c57986478bdeb61f7da6b9cc927a54176f6903
STUDENT_052,0,9,8.5,8.75,9,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S75fb4211f/285?sig=4d84315c6e400caf3e1be00e6da8e054ab40a756ff0c42af1c6702237ed61ef2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S75fb4211f/385?sig=df3cb4f290e34e078d606f804bfa23ccbb79c759b73615c2421a34a87d94076d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S75fb4211f/552?sig=d6e706b18fdc5a2cec5c94f35aa8450a790cd8a5922702abda11ed4403fc6dbe,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S75fb4211f/611?sig=b32a7f16a54dcc26f86a6a57ef528ee01f777d2e172d79da8f536e7dbb53cc94
STUDENT_054,9,8.5,8.5,9,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb6fd9fc52/135?sig=4bccc3cb1269bdd754929d9595115b2451596271831ffa3ba7ee38bcc51c0bd6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb6fd9fc52/292?sig=a1716551dd72fd14bcdda2a43484eff0bf5d5926bc64b870a42c1d6b62c46af1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb6fd9fc52/443?sig=8ad946e080ae56f66272e6a16df7b5901448c94c3d38760da6cd483d2e6758d6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb6fd9fc52/471?sig=8e250a0895e5c2bf57b915ce838e1ff589962599888c07cbe10fd42c4c2dc451,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb6fd9fc52/687?sig=c18c44ddf0ef027c406592ae7b0f6b05cfaa9a6af37d9c6f2b14ba1e5e58769e
STUDENT_055,9,9,10,10,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S484eda654/192?sig=c80f8ed7848e7ea7609de7bcd6da5ccdb8e9c01127b267057a68d7dc69cdff42,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S484eda654/295?sig=90b2679ab12fe254d8711a830fcdf9c7e8bdbedbf9ed4cbfc24055bcc186143b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S484eda654/421?sig=3efc75e57ebbc8f7420d50a0037328a7e4683fde701abcbcf768f10bf9508259,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S484eda654/510?sig=568253deca9a8a39ee1530143adbc3d4f0773398deb9e4c0ac90da91a3e592cf,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S484eda654/637?sig=a924c1e19ebff34073cf0124bd679edcd4c9388e914fa17f2534c07575646bf8
STUDENT_056,8.5,8.5,8.5,8.5,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scadfd3cd1/21?sig=d8b080d3b3209b88399f7a7a88e2fa8df8f51c51bab17dd1ce9db1ee067f1251,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scadfd3cd1/319?sig=dbcc58421cf3bafdd16c2d66f0b4883ad6e0a832ef453386845cedf7e99858ca,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scadfd3cd1/384?sig=25b10fea53e96a6df96c39a7b86f9807230005519b34b5ceaef9384416b6f4e9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scadfd3cd1/495?sig=1aa9fd6e41c5fff5444c1b54b96efe45aa77b1f0ded3bb233aa5614d71130dd2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scadfd3cd1/628?sig=93851d347e994b47be4fa9fed6afd99dc1fa590f2e3ce229f5e11865ec823965
STUDENT_057,0,9,0,10,8.5,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S02b3251a2/342?sig=ce8bf938d15320a2df155ea6a643e0033e7b2086a8bb93055ae756991d4109b6,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S02b3251a2/586?sig=c22aebf9db3e09fabb0920e9e1d6038bf091363f920b7a844447812bc17b24b2,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S02b3251a2/718?sig=5c8bf75f0c4f43710464bf7d687544c5356a9356f9f771cdc52a7d82f276a3c0
STUDENT_058,10,10,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sccaf72914/121?sig=27ca02c5608e6a8f5e801070fc2eca643324c80a8959c30b11d6491bf4a7ab33,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sccaf72914/237?sig=92b2a2241a4a3be464537ab83920c8675e439a9cc8d06e5c75c7616cfcb6f63e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sccaf72914/369?sig=7fb8c6caa5fcf0542967563075939496235b0d06a36b8f109b0dd852d57e55c0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sccaf72914/476?sig=647dda8a276a14c3215b163e1823b34804f9adc1f4e002ee0ddcde61cc932cfd,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sccaf72914/595?sig=013c3f8c3feb62c206ca00f5283a2ed5e27521cfe08de46e138e21d9d15df1cb
STUDENT_060,9,9,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8c918a5a8/158?sig=31ccc019a99361ed96cadca5ec9fee272eafecee13ed3663ff2cd8df4af28c29,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8c918a5a8/299?sig=e1ca51a49e2673fa70b82a336f8275b133166f4b64aef6ac8e97c57e3fd03a7d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8c918a5a8/407?sig=0ee800ed00578ea188f4cc453c0ccf6423485e1c67b3f507b0479b12dffb702e,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8c918a5a8/541?sig=892bef8bb651f7e1fbcbd3a47a95d0f867322374f58f5c31d0652007bc8ea496,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S8c918a5a8/632?sig=4421da3733cc99f27d73f67ac34593a3e5a4afe449a2e7df24b2592495473c4c
STUDENT_061,8.5,8.5,8.5,8.5,8.25,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2717c4dea/124?sig=2eafe0fd3c1915ccc8df6e9848e6c368fe8b572aab49e952b6ddc9eeec66964b,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2717c4dea/301?sig=e9ad85d8fd1536d957c653f72713fdfff26e72289ff2f805ab2ebd73e853756a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2717c4dea/398?sig=afe4345acc4dd4305b7b2909064f62c8c7f411bf713369df3b45608021672e64,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2717c4dea/470?sig=de6d4903e3dfc62ab9899e5df98802f3ffb7c17aef39f9c304d7f3d3d2fd1b5f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2717c4dea/600?sig=e785c17f6d629ee30e96aba109d0f61e3c0b4784f0297839b87c633ab3e46aa8
STUDENT_062,8,8,8,8,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S66656eec2/131?sig=a2e5d67a469c9d2a5f6a747419293f9fbe549c6ca4c24173a5019e333bfbbd6d,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S66656eec2/255?sig=1caed878f444a729ce9ed2f77802c25f895b4e5f80725777c077b77ed5ccdde0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S66656eec2/439?sig=2c5fd1dad94b3c52dbfbf2d275a90aeaaeb01ac266ff05a663673f38f97f6c5f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S66656eec2/526?sig=c0e2e26eb17f562f1ba187208b3e5ea18c59ed3ab6659e43089986aa459758a5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S66656eec2/618?sig=2b6b8d87fe6bbd1ae7b06712e2864a75799598db23f83737a148ac3b83f0c32f
STUDENT_065,8,8,10,10,0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sbde25e6d6/215?sig=d46d616d3085c4edf2be75431712df628185b804eeb29a433358da83233208ea,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sbde25e6d6/352?sig=0ed7863d2a9f9f0620672d71a0aa60076538b2bf2119d8f50d819c26e2199da4,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sbde25e6d6/466?sig=72d88bd340bd4ac41f73f2e73728054fbbbd0ca480431396a166d11107f0cbab,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sbde25e6d6/580?sig=3a18ebbb13dc8c1ad86a2d86f9de95b9c44115ebecbee9240379ff1251172c06,
STUDENT_066,10,10,10,10,10,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3c8a3e1a6/157?sig=ba659a3b3415efa11d9f040e3204aaf9690dd9d5900a22e2c8bedcff9b94e471,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3c8a3e1a6/235?sig=90c7353f56a9a042eb4cedd40af312b1f7bdbf47fdb521532eff88796835456a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3c8a3e1a6/438?sig=e487c64ffaba81901c9db5b2775976aca4a409ae933d7fb7215216b9ea1aac1a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3c8a3e1a6/519?sig=235869048a6ca8332edb535c16961262616d6c662b8a834145188b1e4b4c7f27,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S3c8a3e1a6/680?sig=681023ca00ab52c719f40d96adf872cff023fae4bf7ffbc6667eb712feaffbbc
STUDENT_067,8,8,9,9,0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb57f7fea8/200?sig=742cb3d4b9eb8e13c9c8201b2c39ff5c842122ca711414d7ec3808737a06c1b6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb57f7fea8/276?sig=54dc6002362d99753556e7679c71313f2ad4dd75ea47e0eca658a2969a3f5cef,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb57f7fea8/425?sig=4a1f21e7b61cc164dddeab290eb8e7de83a6a08a2dc3010a15a3ca62402997f4,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sb57f7fea8/501?sig=48104355bd5cf73e794ec47bc1654d3ba21ce6682dad86af75d001eab8db6860,
STUDENT_068,9,9,9,9,8.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S43ada25d8/169?sig=1f8c7ddb425bde7c1bbc9c11928dd7e72a22882f09af96f9111c80882fe40aa0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S43ada25d8/324?sig=90d5c3f21ca2253e5093cdf53209ea8b4036a04d559671600e027745cafdabd1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S43ada25d8/368?sig=e543eda3b67ecedec579e076a7e76abfb7d6a803dd19abce6cbd4af5f2c926b7,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S43ada25d8/482?sig=d37a33095e37b4501da5924eee023d3a1c62c822aa7caac70ee19712ba359ba1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S43ada25d8/608?sig=2ebe7878d24a8de9bbef894203d3d61965fba0e6859a52db449e5cd1e641fa6b
STUDENT_069,9,9,9,9,8.75,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scc75e1bf5/167?sig=a58a66710704d5aacbc150a5b7ac4849af95853e3a74ad78aa76274e85bf0f5a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scc75e1bf5/314?sig=19e6a4c9f7c3cde9eaa332481d785096db9319fd1bfac4231ee3f6060fb2cbf5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scc75e1bf5/448?sig=90d800e5dee2a88d798bd97bc86dede583015b28d855cf202db67cc3cfee5b0a,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scc75e1bf5/556?sig=4f934c3c26a01a25118a76ccada7cc0a99ef42eef6855f990c2077da9ddee5c6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Scc75e1bf5/668?sig=285f0c5ffa8b3a4f22920535c0933b93e2f74facd1f0c1650eb17c3537dab710
STUDENT_070,8,8,8,8,8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S674eec326/166?sig=766d576e3972d2c2808fd25d2fa954f1c827df6d7ab963698d46a4922cdadbc3,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S674eec326/316?sig=1808bf747b9d6ca44563a339ab4f5ad32d905aa25123196b7fa32b16c1a8f676,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S674eec326/445?sig=e15a4a8c6c3aa752d4b76a94489168868d38fd5511a8864d27176b74b0092bdf,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S674eec326/487?sig=86bb4c77253d6e3efd23b27e316a012600ddc62ad9c219bea38c8128cc265234,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S674eec326/623?sig=1e6be5c4559771f66538cc2663891960b647095ad3b6fbcea43a5970e55432d9
STUDENT_071,8.5,8.5,8.5,8.5,8.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S69db6803b/165?sig=a7ad0b2e8cb2841ecf4ff00e346eec1060b29f18e7cb60ab16c6743bf43170f8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S69db6803b/275?sig=a24463f55a4c43d6378ac88c43cc2f205d15f1c6db892efc8df2cb150bb048ee,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S69db6803b/424?sig=4ec433825809f957c94e03796bc66ba6c23e0ce94ea39f8d7ea901bf3b5fc780,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S69db6803b/565?sig=4bcf9916921b21588fe2d4c179bea30141835676d8d3450becf7c99e7725f8e1,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S69db6803b/651?sig=17e5a8373583421a7b032d0d9b95a02d22e9e96538c22d0261030a3aceb38d09
STUDENT_073,8,8,10,10,9,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2c6c55ee4/161?sig=bdaf1c43dc7e5fd06d3411aaf6a5fcd937d15b53a73f1920caf7ab0f63d94eb6,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2c6c55ee4/253?sig=9c385534f511b8cb656b765dc26c8c617ed015cabdf9aa6b9295aac82f904d29,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2c6c55ee4/396?sig=2919335e1419a9cc38034667aaf8c0ac5767a8f6f74b38e16812baf24e51eeef,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2c6c55ee4/515?sig=3820dfea879fde1401bc4df445c0c8453def83cd383638da0a086a5b46079eea,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S2c6c55ee4/621?sig=d6110c2fad3a758c1a96c45befe602bd802bfb8c8c50454531d757e74efad63c
STUDENT_075,9,9,10,10,8,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf3d550f42/203?sig=672f49c809474451c7a637be4c89dbc9b4662d0cfb6a4280311954269f6f3f75,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf3d550f42/333?sig=27f7d993c1d8f557b04bba2ea87c835fb261060cf34046f55c6e06551f9c04ff,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf3d550f42/437?sig=925c4e91114f117b289dd243a8b6a4bbca314921b541c0a1b59e98b654bdf8df,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf3d550f42/575?sig=a46870dbbfddb90491534083a1f5de9cb3afe5580a9840b081c8605bd678050c,https://eaai-com-ui-production.up.railway.app/api/journal/shared/Sf3d550f42/691?sig=9d6c652773df5d1ff3b515d32707c782d68962ced0e7b9ea176601c640c02857
STUDENT_076,0,9,9,9,9,,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S98b0243a8/327?sig=0d45a7ddb357954df747d32f04aaa27084be411ce1d389a45a849603fd4ea424,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S98b0243a8/432?sig=53e1a9e174ac4316b366cc6ed491aad42c2cb141b117a3dfb626dc8f81d301b0,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S98b0243a8/538?sig=8a9726c7a5533d94dab38334ed7c1e754537891dfcccb14d788d24b60428db7c,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S98b0243a8/681?sig=3e15e568a950c32ccb7fd678013927f7afc10fd2693c25c11e3de13d1be0ebb5
STUDENT_077,9,9,10,10,9.5,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S372b29326/229?sig=1494e36f0af1bb1c33b9998cbefee640739402c10364620b77606fa3cbf3a94f,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S372b29326/328?sig=83a1fe46accc3d84b2ed0c8629b02e76586c5ba242595ee4558298c891ddf936,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S372b29326/418?sig=dbe55b42e3bbeb5253e3a383986e4e5dea184050e5c670fe8c06b49c28e0ff96,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S372b29326/555?sig=0895b6048bfcbe5c250788ac0fbcc04f7cfc40e6a28e848012ebdf858eb43821,https://eaai-com-ui-production.up.railway.app/api/journal/shared/S372b29326/672?sig=1716743e4a4236382235d6660a57a55642354cd0bc96796db7e905e1d3cdb8ef
